1642    30.5504      -1311.31	988.251
1631    31.0506      -1311.04	970.227
1629    31.5509      -1317.84	957.574
1628    32.0511      -1325.33	945.457
1624    32.5514      -1330.25	931.562
1600    33.0516      -1318.55	906.323
1605    33.5518      -1330.56	897.579
1640    34.0521      -1367.52	905.253
440    34.5523      -369.002	239.662
438    35.0525      -369.392	235.358
445    35.5528      -377.368	235.836
1646    36.053      -1403.4	860.113
1606    36.5533      -1376.56	827.23
1684    37.0535      -1450.93	854.778
2162    37.5537      -1872.28	1081.11
2152    38.054      -1872.94	1059.8
2156    38.5542      -1885.62	1045.36
1689    39.0545      -1484.27	806.008
1627    39.5547      -1436.51	763.915
1675    40.0549      -1485.7	773.517
1669    40.5552      -1487.04	757.799
1678    41.0554      -1501.66	748.81
1676    41.5557      -1506.33	734.8
1675    42.0559      -1511.79	721.197
1675    42.5561      -1518.02	707.977
1681    43.0564      -1529.6	697.192
1685    43.5566      -1539.28	685.445
1688    44.0568      -1547.96	673.183
1695    44.5571      -1560.22	662.385
1704    45.0573      -1574.25	652.19
1716    45.5576      -1591.01	642.924
1729    46.0578      -1608.65	633.781
1706    46.558      -1592.65	611.475
1705    47.0583      -1596.99	597.204
1675    47.5585      -1573.95	572.983
1718    48.0588      -1619.42	573.583
2170    48.559      -2051.73	706.613
2159    49.0592      -2047.39	685.191
2164    49.5595      -2058.04	668.845
2172    50.0597      -2071.43	653.266
1714    50.56      -1639.07	501.231
1744    51.0602      -1672.15	495.431
1752    51.5604      -1684.1	483.026
1751    52.0607      -1687.29	468.045
1752    52.5609      -1692.27	453.562
1753    53.0611      -1697.13	439.028
1755    53.5614      -1702.84	424.686
1760    54.0616      -1711.34	410.977
1769    54.5619      -1723.63	398.053
1782    55.0621      -1739.73	385.812
1801    55.5623      -1761.62	374.567
1799    56.0626      -1762.86	358.782
1814    56.5628      -1780.65	346.248
1820    57.0631      -1789.5	331.79
2246    57.5633      -2211.85	390.165
2248    58.0635      -2217.14	371.179
2229    58.5638      -2201.53	348.844
2107    59.064      -2083.83	311.578
2037    59.5643      -2017.16	283.635
1902    60.0645      -1885.71	248.392
1861    60.5647      -1847.11	226.928
1694    61.065      -1683.1	191.884
1789    61.5652      -1779.19	187.126
2299    62.0654      -2288.4	220.511
2303    62.5657      -2294.22	200.882
2312    63.0659      -2304.86	181.561
2321    63.5662      -2315.33	162.07
2327    64.0664      -2322.65	142.226
2338    64.5666      -2334.79	122.529
2351    65.0669      -2348.75	102.718
68    65.5671      -67.9584	2.37808
69    66.0674      -68.9762	1.81121
75    66.5676      -74.9885	1.31439
2379    67.0678      -2378.91	20.9342
2396    67.5681      -2396	0.175675
2405    68.0683      -2404.91	-20.8104
2399    68.5686      -2398.64	-41.6912
1790    69.0688      -1789.39	-46.7242
2334    69.569      -2332.58	-81.282
2293    70.0693      -2290.83	-99.8483
2236    70.5695      -2232.94	-116.856
2212    71.0697      -2207.88	-134.874
1327    71.57      -1323.77	-92.4671
2111    72.0702      -2104.51	-165.468
2073    72.5705      -2065.13	-180.517
2024    73.0707      -2014.7	-193.838
1994    73.5709      -1983.09	-208.278
1976    74.0712      -1963.32	-223.539
1985    74.5714      -1970.22	-241.759
1513    75.0717      -1500.07	-197.37
2576    75.5719      -2550.96	-358.312
2587    76.0721      -2558.61	-382.184
2605    76.5724      -2572.96	-407.311
2621    77.0726      -2585.09	-432.388
2633    77.5729      -2593.03	-457.012
2631    78.0731      -2586.98	-479.258
2015    78.5733      -1978.01	-384.324
2564    79.0736      -2512.57	-510.98
2526    79.5738      -2470.84	-524.989
2493    80.074      -2433.95	-539.39
2459    80.5743      -2396.02	-552.963
2436    81.0745      -2368.74	-568.483
2400    81.5748      -2328.76	-580.425
2359    82.075      -2283.91	-590.462
2294    82.5752      -2215.88	-593.551
2178    83.0755      -2098.83	-581.875
2683    83.5757      -2579.13	-739.325
2682    84.076      -2571.62	-761.519
2176    84.5762      -2080.97	-636.03
2611    85.0764      -2490.22	-784.938
2578    85.5767      -2451.89	-796.443
2555    86.0769      -2423.03	-810.513
2551    86.5771      -2412.09	-830.324
2568    87.0774      -2420.77	-857.014
2581    87.5776      -2425.42	-882.551
2599    88.0779      -2434.49	-909.985
2351    88.5781      -2194.92	-842.338
2378    89.0783      -2212.61	-871.353
2470    89.5786      -2290.22	-925.084
0    90.0788      -0	0
2554    90.5791      -2351.05	-997.727
2523    91.0793      -2313.83	-1005.85
2524    91.5795      -2305.88	-1026.41
2532    92.0798      -2304.11	-1049.81
2534    92.58      -2296.68	-1070.72
2698    93.0803      -2435.28	-1161.31
2679    93.5805      -2407.97	-1174.19
2663    94.0807      -2383.31	-1188.02
2643    94.581      -2355.03	-1199.69
2632    95.0812      -2334.72	-1215.12
2630    95.5814      -2322.26	-1234.51
2607    96.0817      -2291.19	-1243.75
2606    96.5819      -2279.37	-1263.21
2173    97.0822      -1891.38	-1069.87
2188    97.5824      -1894.96	-1093.83
2211    98.0826      -1905.16	-1122
2140    98.5829      -1834.44	-1102.02
2162    99.0831      -1843.51	-1129.48
2309    99.5834      -1958.25	-1223.41
2338    100.084      -1971.96	-1256.03
2366    100.584      -1984.41	-1288.44
2396    101.084      -1998.11	-1322.26
2435    101.584      -2018.83	-1361.45
2473    102.085      -2038.19	-1400.54
2505    102.585      -2052.11	-1436.62
2547    103.085      -2073.69	-1478.86
1970    103.585      -1593.87	-1157.79
1972    104.086      -1585.31	-1172.84
1995    104.586      -1593.39	-1200.47
2510    105.086      -1991.46	-1527.81
2496    105.586      -1967.02	-1536.51
2481    106.086      -1941.79	-1544.28
2475    106.587      -1923.58	-1557.39
2462    107.087      -1899.89	-1565.85
2452    107.587      -1878.49	-1575.94
2067    108.087      -1571.89	-1342.26
1999    108.588      -1508.79	-1311.32
2031    109.088      -1521.26	-1345.64
2073    109.588      -1540.67	-1386.96
1825    110.088      -1345.65	-1232.82
